name,name,borough,rating,review_count,categories_list,GRADE
TAQUERIA LOS ANGELES,Taqueria Los Angeles,Bronx,5.0,1,Mexican,A
TAQUERIA LUPITA II,Taqueria Lupita II,Bronx,3.0,13,Mexican,A
TAQUERIA MILEAR,Taqueria Milear,Brooklyn,4.1,294,Mexican,C
TAQUERIA MUNOZ,Taqueria Munoz,Bronx,0.0,0,Mexican; Seafood; Breakfast & Brunch,
TAQUERIA RAMIREZ,Taqueria Ramirez,Brooklyn,4.6,294,Mexican,A
TAQUERIA RESTAURANTE MI BARRIO,Taqueria Restaurante Mi Barrio,Brooklyn,4.2,33,Mexican,A
TAQUERIA SANTA FE,Taqueria Santa Fe,Queens,4.3,447,Mexican,A
TAQUERIA SINALOENSE,Taqueria Sinaloense,Bronx,4.5,28,Mexican,A
TAQUERIA TALAVERA,Taqueria Talavera,Brooklyn,4.3,4,Mexican,A
TAQUERIA TLAXCALLI,Taqueria Tlaxcalli,Bronx,4.4,788,Mexican,A
TAQUITO,Taquito,Manhattan,3.9,17,Tacos,A
TARTINA,Tartina,Manhattan,4.0,362,Italian,A
TASTE FROM EVEREST,Taste From Everest,Manhattan,4.5,141,Himalayan/Nepalese; Indian; Desserts,A
TASTE OF AKKO,Taste of Akko,Brooklyn,5.0,11,Kosher; Middle Eastern; Falafel,A
TASTE OF CANTON,Taste of Canton,Queens,3.7,74,Chinese; Noodles; Hong Kong Style Cafe,A
TASTE OF CHINA,Taste of China,Brooklyn,3.8,9,Chinese,A
TASTE OF GYRO,Taste of Gyro,Queens,4.8,27,Greek,
TASTE OF PUNJAB,Taste of Punjab,Queens,3.1,30,Indian,B
TASTE YUMMY,Taste Yummy,Brooklyn,4.7,3,Seafood; Barbeque; Specialty Food,A
TASTY CHOICE,Tasty Choice,Bronx,4.1,35,Mediterranean; Middle Eastern,A
TASTY HOUSE,Tasty House,Brooklyn,4.1,29,Chinese; Thai,A
TASTY THAI,Tasty Thai,Queens,4.2,157,Thai,A
TAVERNA KYCLADES,Taverna Kyclades,Manhattan,4.2,2907,Seafood; Greek; Mediterranean,A
TAVOLA,Tavola,Manhattan,4.1,1546,Italian; Pizza; Wine Bars,A
TAZA MKT,Taza Mkt,Brooklyn,4.7,73,Indian,A
TEA CUP CAFE,Tea Cup Cafe,Queens,3.8,166,Thai; Bubble Tea; Noodles,A
TED'S CORNER TAVERN,Ted's Corner Tavern,Manhattan,4.4,251,"Cocktail Bars; Mediterranean; Beer, Wine & Spirits",A
TELLY'S TAVERNA,Telly's Taverna,Queens,4.1,491,Greek; Mediterranean; Seafood,A
TEN JAPANESE CUISINE,Ten Japanese Cuisine,Brooklyn,3.9,277,Japanese; Sushi Bars; Soup,A
TEN SECONDS YUNNAN RICE NOODLE,Ten Seconds Yunnan Rice Noodle,Queens,4.4,16,Noodles; Chinese,
TEN SECONDS YUNNAN RICE NOODLES,Ten Seconds Yunnan Rice Noodles,Brooklyn,4.3,151,Chinese; Noodles,A
TENGRI TAGH UYGHUR CUISINE,Tengri Tagh Uyghur Cuisine,Queens,4.5,121,Chinese; Halal; Noodles,A
TENSAI,Tensai,Manhattan,4.3,31,Japanese; Bars; Tapas/Small Plates,A
TEPPEN RAMEN,Teppen Ramen,Manhattan,4.3,638,Ramen,A
TERASA NORTH NINTH,Terasa North Ninth,Brooklyn,4.1,87,Mediterranean; Bars; Tapas/Small Plates,A
TERIYAKI 99,Teriyaki 99,Brooklyn,0.0,0,Japanese; Sushi Bars; Grill Services,
TERIYAKI BOWL,Teriyaki Bowl,Brooklyn,4.2,6,Japanese,A
TERIYAKI ONE,Teriyaki One,Queens,3.4,8,Japanese; Sushi Bars,A
TERIYAKI ONE JAPANESE GRILL,Teriyaki One Japanese Grill,Queens,3.8,27,Japanese,A
TERIYAKI R US,Teriyaki R Us,Manhattan,3.5,6,Seafood; Noodles; Ramen,A
TERMINAL ONE,Terminal One,Staten Island,3.2,65,Mediterranean; Sports Bars; Lounges,
TERRA MEDITERRANIA,Terra Mediterrania,Manhattan,4.4,72,Mediterranean,A
TERRA THAI,Terra Thai,Manhattan,4.7,100,Thai,A
TERRONE,Terrone,Queens,3.5,35,Pizza; Italian,
TESTO,Testo,Brooklyn,4.4,259,Italian; Gluten-Free; Breakfast & Brunch,A
TEUTA QEBAPTORE,Teuta Qebaptore,Bronx,4.5,17,Modern European; Halal,A
THA PHRAYA,Tha Phraya,Manhattan,4.6,109,Thai; Noodles; Bars,A
THAI 101,Thai 101,Brooklyn,3.7,357,Thai,A
THAI 36,Thai 36,Queens,4.0,1,Thai,
THAI BKK,Thai BKK,Manhattan,3.4,105,Thai,A
THAI CAFE,Thai Cafe,Brooklyn,3.3,142,Thai,A
THAI CUISINE,Thai Cuisine,Bronx,3.0,83,Thai,A
THAI DELIGHT,Thai Delight,Manhattan,4.2,41,Thai,B
THAI DINER,Thai Diner,Manhattan,4.2,1066,Thai,A
THAI DIVA CUISINE,Thai Diva Cuisine,Queens,4.1,186,Thai,A
THAI FOOD NEAR ME,Thai Food Near Me,Manhattan,4.5,130,Thai; Asian Fusion; Seafood,A
THAI FOR THOUGHT,Thai For Thought,Manhattan,4.6,17,Thai; Noodles; Salad,A
THAI HOT BOX,Thai Hot Box,Manhattan,4.4,141,Thai,A
THAI LEAF,Thai Leaf,Brooklyn,3.3,70,Thai,A
THAI MARKET,Thai Market,Manhattan,3.9,1138,Thai; Noodles; Soup,A
THAI ME,Thai Me,Brooklyn,3.6,186,Thai; Cocktail Bars; Asian Fusion,A
THAI PEPPERCORN,Thai Peppercorn,Manhattan,3.2,93,Thai,B
THAI ROS THIP,Thai Ros Thip,Brooklyn,4.3,44,Thai; Seafood; Noodles,
THAI SOCIAL,Thai Social,Queens,4.4,215,Thai,
THAI SUPER,Thai Super,Manhattan,3.7,212,Thai,A
THAI TAI EATERY,Thai Tai Eatery,Queens,4.8,19,Thai,A
THAI TERMINAL,Thai Terminal,Manhattan,3.8,651,Thai,A
THAI TIME,Thai Time,Manhattan,3.7,14,Thai; Asian Fusion; Gluten-Free,
THAI TIME NYC,Thai Time NYC,Brooklyn,0.0,0,Thai,
THAI TREE,Thai Tree,Queens,3.4,47,Thai,A
THAI V EXPRESS,Thai V Express,Manhattan,3.4,44,Thai,A
THAI VILLA,Thai Villa,Manhattan,4.4,5164,Thai,A
THAIHEE,Thaihee,Queens,3.1,16,Korean,
THAILICIOUS,Thailicious,Manhattan,4.6,363,Thai; Noodles; Cocktail Bars,A
THAISM,Thaism,Brooklyn,3.7,218,Thai,A
THANK YOU COME AGAIN,Thank You Come Again,Brooklyn,4.0,71,Thai; Dim Sum; Asian Fusion,A
THE ALCHEMIST COCKTAIL LOUNGE,The Alchemist Cocktail Lounge,Staten Island,3.6,5,Cocktail Bars; Lounges; Tapas/Small Plates,
THE ALLEY PIZZA LOUNGE,The Alley Pizza Lounge,Bronx,5.0,16,Pizza; Italian; Cocktail Bars,A
THE AM-THAI,the AM-THAI,Brooklyn,4.8,28,Thai; Noodles; Desserts,A
THE BARBECUE PIT,The Barbecue Pit,Bronx,3.7,151,Barbeque; Comfort Food; Seafood,A
THE BASAC,The Basac,Queens,4.2,352,Korean,A
THE BEAST NEXT DOOR,The Beast Next Door,Queens,4.3,288,New American; Tapas/Small Plates; Wine Bars,A
THE BEST SICHUAN,The Best Sichuan,Manhattan,4.4,215,Szechuan,C
THE BLACK WHALE,The Black Whale,Bronx,3.8,221,New American; Diners; Breakfast & Brunch,A
THE BLAZE GOURMET,The Blaze Gourmet,Brooklyn,0.0,0,Turkish; Mediterranean; Vegan,
THE BOIL,The Boil,Manhattan,3.9,47,Cajun/Creole; Seafood,A
THE BONNIE,The Bonnie,Queens,4.1,845,Cocktail Bars; New American; Breakfast & Brunch,A
THE BROADWAY,The Broadway,Brooklyn,4.2,12,Bars; Music Venues; Noodles,A
THE BRONX BEER HALL,The Bronx Beer Hall,Bronx,3.7,164,"New American; Pubs; Beer, Wine & Spirits",A
THE BROOKLYN TREE,The Brooklyn Tree,Brooklyn,4.4,230,Comfort Food; New American; Breakfast & Brunch,A
THE BUFFET,The Buffet,Queens,3.4,1100,Buffets; Sushi Bars; Seafood,A
THE BUFFS,The Buffs,Queens,4.5,248,Thai,A
THE BUND,The Bund,Queens,3.5,332,Shanghainese,A
THE CAGE,The Cage,Queens,5.0,2,Latin American; Burgers; Cocktail Bars,
THE CALAVERAS,The Calaveras,Manhattan,4.5,257,Bars; Mexican; Tapas/Small Plates,A
THE CANARY,The Canary,Brooklyn,4.7,40,Bars; Salad; Sandwiches,A
THE CAPITAL GRILLE,The Capital Grille,Manhattan,4.1,891,Steakhouses; Seafood; Wine Bars,A
THE CAST IRON POT 3,The Cast Iron Pot 3,Queens,4.2,594,Korean; Buffets; Barbeque,A
THE CASTELLO PLAN,The Castello Plan,Brooklyn,3.8,435,New American; Breakfast & Brunch; Cocktail Bars,A
THE CASUAL GREEK,The Casual Greek,Manhattan,4.7,46,Greek,
THE CLAM,The Clam,Manhattan,4.1,484,Seafood; New American; Cocktail Bars,A
THE COMMODORE,The Commodore,Brooklyn,3.8,666,Bars; American; Sandwiches,A
THE CORNER CHINESE RESTAURANT,The Corner Chinese Restaurant,Manhattan,4.0,94,Chinese,A
THE CORNER LOUNGE,The Corner Lounge,Manhattan,4.5,32,Italian; Burgers; Pizza,
THE CRABBY SHACK,The Crabby Shack,Brooklyn,4.0,802,Seafood; Desserts,A
THE DEEP END,The Deep End,Queens,4.5,55,Bars; New American; Mexican,A
THE DOLAR SHOP,The Dolar Shop,Queens,4.5,510,Hot Pot; Chinese,A
THE DOOR,The Door,Queens,3.6,1214,Caribbean; Desserts; Seafood,A
THE FISH BAR,The Fish Bar,Bronx,4.0,1,Seafood; Wine Bars; Cocktail Bars,
THE FOLLY,The Folly,Manhattan,4.3,282,Seafood; Gastropubs,B
THE GOLDEN SWAN,The Golden Swan,Manhattan,3.8,25,Bars; Seafood; Fondue,A
THE GRAHAM,The Graham,Brooklyn,3.9,135,Cocktail Bars; Sandwiches; Burgers,A
THE GREEK KITCHEN,The Greek Kitchen,Manhattan,3.9,671,Greek; Mediterranean,A
THE GREEN ROOM,The Green Room,Brooklyn,4.5,17,Cocktail Bars; Performing Arts; New American,
THE GRILL HOUSE,The Grill House,Bronx,3.7,35,Middle Eastern,A
THE HALAL BROS OF NY,The Halal Bros Of NY,Queens,0.0,0,Mediterranean,C
THE HALAL GUYS,The Halal Guys,Manhattan,2.8,52,Halal; Middle Eastern; Mediterranean,A
THE HANDPULLED NOODLE,The Handpulled Noodle,Manhattan,4.4,372,Noodles; Chinese; Comfort Food,A
THE HORNY RAM,The Horny Ram,Manhattan,4.2,799,New American; Bars; Venues & Event Spaces,A
THE ISLANDS,The Islands,Brooklyn,4.2,815,Caribbean,A
THE JIN,The Jin,Manhattan,4.4,599,Korean; Chicken Wings; Ramen,A
THE JUICY BOX,The Juicy Box,Brooklyn,3.6,120,Bars; Juice Bars & Smoothies; Burgers,B
THE KATI ROLL COMPANY,The Kati Roll Company,Manhattan,3.7,943,Indian; Halal,A
THE KING OF FISH,The King of Fish,Brooklyn,4.6,122,Seafood; Tacos; Cocktail Bars,A
THE KING OF MEAT,The King Of Meat,Brooklyn,4.3,35,Mexican; Steakhouses,
THE KOVA,The KOVA,Staten Island,4.5,200,Breakfast & Brunch; Coffee & Tea,A
THE KUNJIP,The Kunjip,Manhattan,2.8,1300,Korean; Barbeque,A
THE LANDING,The Landing,Manhattan,4.6,44,Cocktail Bars; American; Burgers,A
THE LAURELS,The Laurels,Manhattan,4.2,44,Cocktail Bars; Pubs; Mediterranean,
THE LEGEND CAFE HOUSE,The Legend Cafe House,Brooklyn,3.5,93,Juice Bars & Smoothies; Portuguese; Sandwiches,A
THE LITTLE PIG,The Little Pig,Brooklyn,4.5,29,Tapas/Small Plates; Cocktail Bars; Beer Bar,A
THE LOBSTER CLUB,The Lobster Club,Manhattan,4.1,176,Sushi Bars; Japanese; Asian Fusion,A
THE LOCAL,The Local,Queens,4.2,39,Bars; New American,A
THE LONESOME CLUB,The Lonesome Club,Brooklyn,3.8,34,Irish Pub; Irish,A
THE MAZE,The Maze,Manhattan,3.9,783,Korean; Cocktail Bars; Mexican,A
THE MILLING ROOM,The Milling Room,Manhattan,4.1,627,New American; Wine Bars; Cocktail Bars,A
THE MONKEY KING,The Monkey King,Brooklyn,4.4,210,Chinese; Asian Fusion; Bangladeshi,A
THE MONSTER CRAB,The Monster Crab,Queens,3.9,180,Cajun/Creole; Seafood; Cocktail Bars,A
THE MUNCHIES,The Munchies,Brooklyn,4.6,120,Fast Food; Halal; Chicken Wings,A
THE NOBLE,The Noble,Brooklyn,4.1,17,Mediterranean; Venues & Event Spaces; Wine Bars,
THE NUAA TABLE,The Nuaa Table,Brooklyn,4.5,115,Thai,A
THE OASIS CAFE,The Oasis Cafe,Queens,4.5,4,Desserts; Bakeries; Breakfast & Brunch,A
THE ODEON,The Odeon,Manhattan,3.9,836,New American; French; Italian,A
THE ORCHARD TOWNHOUSE,The Orchard Townhouse,Manhattan,4.0,106,American,A
THE PIZZA PARLOR,The Pizza Parlor,Staten Island,3.7,231,Pizza; American; Italian,A
THE POINT TAVERN,The Point Tavern,Staten Island,4.5,19,American; Pubs; Sports Bars,A
THE POMEROY,The Pomeroy,Queens,4.3,356,New American; Bars,A
THE QUEENSBORO,The Queensboro,Queens,4.2,408,Gastropubs; New American; Breakfast & Brunch,A
THE QUIMBY,The Quimby,Queens,4.5,14,American; Breakfast & Brunch; Cocktail Bars,A
THE RED STACHE,The Red Stache,Manhattan,4.8,23,Bars; American; Breakfast & Brunch,A
THE RESIDENCE OF MR. MOTO,The Residence of Mr. Moto,Brooklyn,4.2,55,Japanese; Sushi Bars,
THE ROGUE PANDA,The Rogue Panda,Brooklyn,4.5,74,Chinese; Vegan; Vegetarian,A
THE RUSTY FACE,The Rusty Face,Brooklyn,4.5,90,Mediterranean; Tapas Bars; Cocktail Bars,A
THE SABIENG THAI,The Sabieng Thai,Manhattan,4.1,134,Thai,A
THE SISTERYARD,The SisterYard,Manhattan,4.4,27,Coffee & Tea; Cafes,A
THE SPANIARD,The Spaniard,Manhattan,3.6,419,New American; Whiskey Bars; Gastropubs,A
THE SSAM,The SSam,Manhattan,4.9,35,Korean; Asian Fusion; Salad,A
THE STANDARD EAST VILLAGE,The Standard East Village,Manhattan,4.8,4,Pop-Up Restaurants,A
THE STEEL MILL,The Steel Mill,Brooklyn,4.2,28,Cocktail Bars; Mexican,A
THE STONE HOUSE AT CLOVE LAKES,The Stone House at Clove Lakes,Staten Island,3.6,336,New American; Venues & Event Spaces; Steakhouses,A
THE SWAN,The Swan,Brooklyn,4.5,10,Sports Bars; Chicken Wings,A
THE SWEET SAP,The Sweet Sap,Queens,4.2,621,New American; Korean; Cocktail Bars,A
THE TEN BELLS,The Ten Bells,Manhattan,4.1,41,Wine Bars; Seafood,A
THE TUSK BAR,The Tusk Bar,Manhattan,4.2,21,Cocktail Bars; Seafood,
THE UPTOWN GARRISON,The Uptown Garrison,Manhattan,4.0,237,Coffee & Tea; Pizza; Bars,A
THE WESTBURY INN,The Westbury Inn,Brooklyn,3.8,97,American; Beer Bar; Chicken Wings,A
THELEWALA,Thelewala,Manhattan,4.1,568,Indian,A
THEODORA,Theodora,Brooklyn,4.5,95,Mediterranean; Cocktail Bars,
THIP OSHA,Thip Osha,Brooklyn,4.3,133,Thai,A
THREE BOWLS RAMEN,Three Bowls Ramen,Queens,4.1,124,Noodles; Ramen,A
THREE ROOSTERS,Three Roosters,Manhattan,4.6,248,Thai; Comfort Food,A
TIA JULIA RESTAURANT,Tia Julia Restaurant,Queens,4.3,4,Mexican,B
TIANXIA ASIAN CUISINE,Tianxia Asian Cuisine,Queens,3.0,16,Seafood; Noodles; Asian Fusion,A
TIBETAN JAPANESE RESTAURANT,Tibetan Japanese Restaurant,Queens,3.9,88,Japanese; Himalayan/Nepalese; Sushi Bars,A
TIGER BOX,Tiger Box,Brooklyn,4.3,81,Korean,A
TIHU THE NOODLE HOUSE,TiHu The Noodle House,Queens,4.1,11,Noodles; Chinese; Taiwanese,
TIKKA INDIAN GRILL,Tikka Indian Grill,Queens,4.1,90,Indian; Halal,B
TIKKA N TALK,Tikka N Talk,Queens,4.3,158,Indian; Halal; Breakfast & Brunch,A
TINA'S CUBAN CUISINE,Tina's Cuban Cuisine,Manhattan,3.9,630,Cuban,A
TINOS,Tinos,Manhattan,4.4,78,Greek; Mediterranean; Seafood,A
TINTO TAPAS RESTAURANT & WINE BAR,Tinto Tapas Restaurant & Wine Bar,Manhattan,4.3,9,Tapas Bars; Wine Bars; Breakfast & Brunch,A
TINY'S CANTINA,Tiny's Cantina,Brooklyn,4.3,88,Mexican; Cocktail Bars; Breakfast & Brunch,A
TIPICO EXPRESS,Tipico Express,Bronx,0.0,0,Mexican,A
TIPICO56,Tipico56,Manhattan,4.0,1,Dominican; Latin American; Seafood,A
TIPSY SHANGHAI,Tipsy Shanghai,Manhattan,4.3,111,Chinese; Noodles,A
TJ ASIAN BISTRO,TJ Asian Bistro,Queens,4.3,499,Japanese; Sushi Bars,A
TLAXCALITA LA BELLA,Tlaxcalita La Bella,Queens,3.9,21,Mexican,A
TO BE THAI,To Be Thai,Brooklyn,3.5,217,Thai,A
TO DATE JAPANESE FOOD,To Date Japanese Food,Brooklyn,4.2,95,Japanese; Sushi Bars,A
TO STEKI,To Steki,Queens,4.0,96,Greek; Mediterranean,A
TOFU TOFU,Tofu Tofu,Manhattan,4.6,586,Korean; Juice Bars & Smoothies; Barbeque,A
TOKA CHEF KITCHEN,Toka Chef Kitchen,Manhattan,4.9,12,Japanese,
TOKUYAMATCHA & ONIGIRAZU BAR,Tokuyamatcha & Onigirazu Bar,Manhattan,4.6,11,Japanese; Bars,
TOKYO YA,Tokyo Ya,Queens,3.5,85,Sushi Bars; Japanese,A
TOLO,Tolo,Manhattan,4.2,32,Wine Bars; Seafood; Noodles,A
TOM'S RESTAURANT,Tom's Restaurant,Manhattan,2.9,918,Breakfast & Brunch; Greek; American,A
TOMI JAZZ,Tomi Jazz,Manhattan,4.4,898,Japanese; Jazz & Blues,A
TOMMY THAI,Tommy Thai,Queens,3.9,176,Thai,A
TONG,Tong,Brooklyn,4.4,198,Thai; Bars; Tapas/Small Plates,A
TONG SAM GYUP GOO YI,Tong Sam Gyup Goo Yi,Queens,4.0,252,Korean,
TONGDEE THAI,TongDee Thai,Brooklyn,5.0,1,Thai,
TONY'S DI NAPOLI,Tony's Di Napoli,Manhattan,4.2,2874,Italian; Wine Bars; Seafood,A
TORIBRO RAMEN,Toribro Ramen,Manhattan,4.5,158,Ramen,A
TORIEN,Torien,Manhattan,4.3,61,Japanese,B
TORIYA,Toriya,Manhattan,4.7,56,Izakaya; Tapas/Small Plates; Beer Bar,
TORO LOCO,Toro Loco,Manhattan,4.0,510,Cocktail Bars; Mexican; Breakfast & Brunch,A
TORRISI,Torrisi,Manhattan,4.5,335,Italian,
TORTOISE & HARE,Tortoise & Hare,Bronx,4.4,99,Bars; American; Barbeque,A
TOSCANA 49,Toscana 49,Manhattan,4.2,385,Italian,A
TOSOCCHON,Tosocchon,Queens,4.0,8,Korean,
TOSOKCHON NYC,Tosokchon NYC,Manhattan,4.2,97,Asian Fusion; Korean,C
TOWA,Towa,Manhattan,4.3,126,Japanese; Sushi Bars; Cocktail Bars,A
TOWERS CAFE,Towers Cafe,Brooklyn,3.0,2,New American; Delis; Greek,A
TOYO RAMEN BAR,Toyo Ramen Bar,Brooklyn,4.3,15,Ramen; Bars,
TOZTON,Tozton,Queens,4.6,31,Peruvian; Venezuelan; Seafood,B
TRAD ROOM,Trad Room,Brooklyn,4.3,207,Japanese; Sushi Bars; Cocktail Bars,A
TRAPIZZINO,Trapizzino,Manhattan,4.4,356,Italian; Wine Bars; Cocktail Bars,A
TRATTORIA 35,Trattoria 35,Queens,3.9,603,Pizza; Italian,A
TRATTORIA OLIVETO,Trattoria Oliveto,Staten Island,4.1,28,Italian,A
TRATTORIA TOSCANA,Trattoria Toscana,Staten Island,4.3,86,Italian; Pizza; Cocktail Bars,A
TRI DIM SHANGHAI,Tri Dim Shanghai,Manhattan,4.0,587,Shanghainese; Dim Sum; Szechuan,A
TRINI BREAKFAST SHED II,Trini Breakfast Shed II,Brooklyn,3.5,39,Caribbean; Pakistani; Indian,A
TRINI KITCHEN SEAFOOD & GRILL,Trini Kitchen Seafood & Grill,Queens,4.5,4,Seafood; Chicken Wings; Trinidadian,
TRINIDAD GOLDEN PLACE,Trinidad Golden Place,Brooklyn,4.4,223,Chinese; Trinidadian,A
TRU ASTORIA,Tru Astoria,Queens,3.9,525,Mediterranean; Cafes; Lounges,C
TRUTH RESTAURANT AND LOUNGE,Truth Restaurant and Lounge,Queens,4.1,38,Lounges; Caribbean; Seafood,A
TSUBAME,Tsubame,Manhattan,4.3,14,Japanese,
TSUKIMI,Tsukimi,Manhattan,4.8,79,Japanese,A
TSUMO OMAKASE,Tsumo Omakase,Manhattan,4.6,173,Japanese; Sushi Bars,
TSURUTONTAN UDON NOODLE BRASSERIE,Tsurutontan Udon Noodle Brasserie,Manhattan,3.7,792,Japanese; Noodles; Sushi Bars,A
TU CASA RESTAURANT,Tu Casa Restaurant,Queens,3.4,673,Peruvian; Latin American,A
TUK TUK,Tuk Tuk,Queens,4.0,808,Thai,A
TULCINGO CAFE,Tulcingo Cafe,Bronx,4.3,34,Mexican,A
TULCINGO RESTAURANT,Tulcingo Restaurant,Brooklyn,3.2,44,Mexican,A
TUNG THONG THAI RESTAURANT,Tung Thong Thai Restaurant,Manhattan,3.6,341,Thai,A
TURNTABLE CHICKEN JAZZ,Turntable Chicken Jazz,Manhattan,3.8,2266,Chicken Wings; Korean; Gastropubs,A
TUSCAN HILLS,Tuscan Hills,Queens,3.8,561,Italian; Pizza; Wine Bars,A
TUSCANY STEAKHOUSE,Tuscany Steakhouse,Manhattan,4.5,278,Steakhouses; Italian; Seafood,A
TUTTO APPOSTO,Tutto Apposto,Staten Island,5.0,2,Italian; Seafood; Cocktail Bars,
TWIN TAILS,Twin Tails,Manhattan,4.6,63,Thai; Vietnamese; Cocktail Bars,
Teriyaki King,Teriyaki king,Queens,5.0,1,Sushi Bars; Japanese; Poke,A
The Kitchen,The Kitchen,Bronx,3.3,84,Burgers; Irish; Tacos,A
The Mayfly,The Mayfly,Manhattan,4.4,84,American,
The Parlour Room,The Parlour Room,Manhattan,4.3,203,Cocktail Bars; Seafood; Tapas/Small Plates,
Travelers Poets & Friends,Travelers Poets & Friends,Manhattan,4.3,39,Coffee & Tea; Breakfast & Brunch; Italian,A
U-GU,U-gu,Brooklyn,4.4,205,Sushi Bars; Japanese,A
U-ME SUSHI,U-Me Sushi,Queens,3.7,137,Japanese; Sushi Bars,A
UDOM THAI,Udom Thai,Brooklyn,3.2,406,Thai; Cocktail Bars; Beer Bar,A
UDON LAB,Udon Lab,Manhattan,3.9,559,Noodles; Japanese; Sushi Bars,A
UKUS,Ukus,Queens,4.0,92,Modern European; Mediterranean,A
ULUH,Uluh,Manhattan,4.4,1053,Tea Rooms; Asian Fusion; Szechuan,A
UMBRA,Umbra,Brooklyn,5.0,1,Bars; New American,
UMI,Umi,Queens,3.9,16,Sushi Bars; Seafood; Buffets,A
UMI SUSHI,Umi Sushi,Queens,4.4,856,Japanese; Sushi Bars,A
UNCLE NG'S RECIPE,Uncle Ng's Recipe,Brooklyn,4.5,2,Chinese; Barbeque; Breakfast & Brunch,A
UNCLE PETER'S,Uncle Peter's,Queens,4.2,327,Italian; Seafood; Steakhouses,A
UNGARO COAL FIRED PIZZA CAFE,Ungaro Coal Fired Pizza Cafe,Staten Island,4.7,95,Pizza; Italian; Chicken Wings,A
UNI THAI BISTRO,Uni Thai Bistro,Brooklyn,4.4,52,Thai,A
UNION PIZZA WORKS,Union Pizza Works,Brooklyn,4.2,311,Italian; Pizza,A
UP THAI,Up Thai,Manhattan,4.4,3293,Thai,A
UP TOP GRILL,Up Top Grill,Bronx,4.1,7,Caribbean; Soul Food; Seafood,A
UPON THE PALACE,Upon The Palace,Manhattan,4.1,14,Chinese; Sushi Bars; Seafood,
URBAN HALAL GRILL,Urban Halal Grill,Queens,3.8,5,Halal; Greek; Burgers,A
UTHAI,UThai,Queens,3.8,264,Thai; Vegan; Vegetarian,A
UTSHOB RESTAURANT,Utshob Restaurant,Manhattan,5.0,2,Bangladeshi; Pakistani; Indian,
UVA,Uva,Manhattan,4.0,2871,Italian; Wine Bars; Pizza,A
UZUKI,Uzuki,Brooklyn,4.3,40,Japanese,
UnTable,UnTable,Brooklyn,4.5,35,Thai,A
VALLA TABLE,Valla Table,Manhattan,4.6,569,Thai,A
VALLARTA TROPICAL,Vallarta Tropical,Manhattan,5.0,4,New Mexican Cuisine; Seafood,
VAN CAFE,Van Cafe,Manhattan,5.0,1,Dim Sum; Noodles; Cafes,A
VANESSA'S DUMPLING HOUSE,Vanessa's Dumpling House,Brooklyn,3.9,2897,Chinese,A
VANKA CAFE,Vanka Cafe,Brooklyn,3.8,94,Russian; Cafes; Mediterranean,A
VEERAY DA DHABA,Veeray da Dhaba,Manhattan,4.6,132,Indian,A
VEERAYS,Veerays,Manhattan,3.9,11,Indian; Cocktail Bars,
VEGAN GRILL,Vegan Grill,Manhattan,4.0,41,Falafel; Burgers; Sandwiches,A
VELMA,Velma,Queens,4.3,29,Italian,
VERGE,Verge,Brooklyn,4.6,75,Sushi Bars; Japanese; Asian Fusion,
VERNON GRILLE,Vernon Grille,Queens,4.0,331,Greek; Mediterranean; Sandwiches,A
VERT FRAIS,Vert Frais,Queens,4.3,222,Cocktail Bars; Ramen,A
VERY FRESH NOODLES,Very Fresh Noodles,Manhattan,4.4,1668,Taiwanese; Chinese; Noodles,A
VIA CAROTA,Via Carota,Manhattan,3.8,1129,Italian,A
VIA QUADRONNO,Via Quadronno,Manhattan,3.8,660,Sandwiches; Italian,B
VIA TOSCANA,Via Toscana,Manhattan,4.4,34,Tapas Bars; Tuscan; Pizza,
VIC'S,Vic's,Manhattan,4.3,635,Italian; Cocktail Bars; Pizza,A
VICTORY SWEET SHOP,Victory Sweet Shop,Queens,3.6,73,Bakeries; Greek,A
VIDA VERDE,Vida Verde,Manhattan,4.2,1739,Cocktail Bars; Mexican; Venues & Event Spaces,A
VILLA BERULIA,Villa Berulia,Manhattan,4.3,228,Italian; Mediterranean; Seafood,A
VILLAGE GRILL,Village Grill,Queens,3.9,202,Greek; American,A
VINEAPPLE,Vineapple,Brooklyn,4.3,188,Italian; Cocktail Bars; Breakfast & Brunch,A
VISTA HERMOSA RESTAURANT,Vista Hermosa Restaurant,Bronx,3.6,70,Mexican; Cocktail Bars,A
VIVA TORO,Viva Toro,Brooklyn,3.6,121,Mexican; Latin American; Cocktail Bars,A
Vestry,Vestry,Manhattan,4.0,190,Seafood; New American; Steakhouses,A
WADADLI JERK,Wadadli Jerk,Brooklyn,4.0,28,Caribbean; Street Vendors; Seafood,A
WAGYU PLACE,Wagyu Place,Queens,3.6,72,Barbeque; Wine Bars; Japanese,
WANPAKU,Wanpaku,Brooklyn,4.2,173,Ramen; Cocktail Bars; Izakaya,A
WARUDE,Warude,Brooklyn,4.1,175,Tacos; Ramen; Japanese Curry,A
WASABI POINT,Wasabi Point,Queens,4.0,66,Japanese; Asian Fusion; Noodles,A
WASAN BROOKLYN,Wasan Brooklyn,Brooklyn,4.1,305,Japanese,B
WASHOKU KYO,Washoku Kyo,Brooklyn,4.4,8,Japanese,A
WATER & WHEAT,Water & Wheat,Manhattan,4.7,95,Italian,A
WAYLA,Wayla,Brooklyn,4.4,727,Thai,A
WAYWARD FARE,Wayward Fare,Brooklyn,4.5,6,Mediterranean,
