name,name,borough,rating,review_count,categories_list,GRADE
HOLLAND BAY RESTAURANT,Holland Bay Restaurant,Staten Island,4.0,15,Caribbean,A
HOLLYBROOK LANE,Hollybrook Lane,Manhattan,4.4,41,Southern; Comfort Food,
HOLY COW BURGERS,Holy Cow Burgers,Brooklyn,5.0,1,Burgers; Fast Food; Hot Dogs,A
HOLY PITA,Holy Pita,Brooklyn,4.9,94,Middle Eastern; Falafel; Beer Bar,A
HOLY SCHNITZEL,Holy Schnitzel,Queens,5.0,2,Kosher; Burgers; Wraps,A
HONEY'S THAI PAVILION,Honey's Thai Pavilion,Bronx,3.5,324,Thai; Noodles; Beer Bar,B
HONG KONG KEI ONE,Hong Kong Kei One,Staten Island,4.3,153,Asian Fusion; Chinese; Bubble Tea,B
HONG KONG KITCHEN,Hong Kong Kitchen,Queens,5.0,1,Chinese,A
HOOK & CATCH CAJUN SEAFOOD,Hook & Catch Cajun Seafood,Bronx,3.3,8,Seafood; Cajun/Creole; Fast Food,B
HOOK & REEL CAJUN SEAFOOD & BAR,Hook & Reel Cajun Seafood & Bar,Staten Island,3.8,146,Seafood; Bars; Cajun/Creole,A
HORTUS NYC,Hortus NYC,Manhattan,4.2,561,Asian Fusion; Korean; Tapas/Small Plates,A
HOT PEPPERS,Hot Peppers,Queens,4.3,35,Mexican,A
HOT SPACE,Hot Space,Queens,4.7,183,Szechuan; Seafood,A
HOUSE BROOKLYN,HOUSE Brooklyn,Brooklyn,4.9,8,French,A
HOUSE OF THAI,House of Thai,Queens,3.9,369,Thai,A
HOUSE OF THE RED PEARL,House Of The Red Pearl,Manhattan,3.9,109,Chinese; Asian Fusion,A
HOWONG SEAFOOD RESTAURANT,Howong Seafood Restaurant,Brooklyn,3.1,65,Seafood,A
HUB THAI,Hub Thai,Manhattan,4.0,189,Thai,A
HUDSON SMOKEHOUSE,Hudson Smokehouse,Bronx,3.9,152,Barbeque; Steakhouses,A
HUG ESAN,Hug Esan,Queens,4.5,272,Thai,A
HUGE THAI,Huge Thai,Brooklyn,4.1,63,Thai,A
HUMMUS KITCHEN,Hummus Kitchen,Manhattan,4.1,1128,Middle Eastern; Mediterranean,A
HUNGRY BIRD,Hungry Bird,Bronx,4.2,249,Indian,B
HUNGRY BOWL,Hungry Bowl,Brooklyn,4.6,33,Thai; Salad; Food Delivery Services,B
HUNNY,Hunny,Bronx,4.2,26,Korean,A
HUPO,Hupo,Queens,4.3,286,Szechuan; Dim Sum; Cocktail Bars,B
HUTONG,Hutong,Manhattan,3.7,671,Dim Sum; Cocktail Bars; Breakfast & Brunch,A
HUUMA,Huuma,Manhattan,4.4,10,Chinese; Cocktail Bars; Seafood,A
HWARAK LAB,Hwarak Lab,Queens,3.9,7,Chicken Shop; Korean; Chicken Wings,
HYDERABADI ZAIQA,Hyderabadi Zaiqa,Manhattan,4.4,115,Desserts; Juice Bars & Smoothies; Indian,
HYUN,HYUN,Manhattan,4.1,567,Korean; Barbeque; Steakhouses,A
Home Kitchen,Home Kitchen,Manhattan,4.4,111,American; Desserts; Burgers,A
Hungry Burrito,Hungry Burrito,Brooklyn,4.2,26,Mexican,
I AM KIMCHI,I Am Kimchi,Queens,4.8,80,Korean,A
I LOVE BIBIMBAP,I Love Bibimbap,Manhattan,4.4,9,Korean,A
IBN HAMIDO SEAFOOD,IBN Hamido Seafood,Queens,4.4,509,Seafood; Mediterranean; Seafood Markets,
IKIGAI,Ikigai,Brooklyn,4.9,23,Japanese; Asian Fusion,
IL BAMBINO,Il Bambino,Queens,4.4,1359,Italian; Sandwiches; Tapas Bars,A
IL DIVINO,Il Divino,Manhattan,4.4,31,Italian; Breakfast & Brunch; Cocktail Bars,A
IL FALCO,Il Falco,Queens,4.3,370,Italian; Venues & Event Spaces; Wine Bars,A
IL GIGLIO,Il Giglio,Manhattan,4.6,11,Italian; Venues & Event Spaces; Cocktail Bars,
IL MONELLO,Il Monello,Manhattan,4.3,35,Italian; Seafood,A
IL NOCELLO RISTORANTE ITALIANO,Il Nocello Ristorante Italiano,Queens,4.1,77,Italian,A
IL NONNO,Il Nonno,Queens,4.3,35,Italian; Desserts; Cocktail Bars,
IL PASSATORE,Il Passatore,Brooklyn,4.0,419,Italian,A
IL POETA,Il Poeta,Queens,4.1,340,Italian; Wine Bars,A
IL POSTO,Il Posto,Brooklyn,4.0,98,Italian,A
IL TINELLO,Il Tinello,Manhattan,4.6,129,Italian,A
IL TOSCANO RISTORANTE,IL Toscano Ristorante,Queens,3.9,275,Italian; Seafood,
ILEGAL TAQUERIA,Ilegal Taqueria,Brooklyn,4.4,17,Mexican; Bars,
ILILI RESTAURANT,ilili Restaurant,Manhattan,4.1,2878,Mediterranean; Lebanese; Cocktail Bars,A
ILIS,ILIS,Brooklyn,3.5,49,Seafood; Venues & Event Spaces,
IMM THAI,Imm Thai,Manhattan,4.3,117,Thai,A
IMPASTO,Impasto,Brooklyn,4.3,26,Pizza; Italian,A
INCA PAISA,Inca Paisa,Queens,3.9,47,Peruvian; Colombian; Cocktail Bars,A
INDAY,Inday,Manhattan,4.3,7,Indian; Salad; Gluten-Free,A
INDIA CAFE,India Cafe,Queens,3.6,76,Indian,
INDIA PALACE,India Palace,Manhattan,3.9,46,Indian; Whiskey Bars; Cocktail Bars,B
INDIAN ACCENT,Indian Accent,Manhattan,4.3,795,Indian,A
INDIAN CURRY HEIGHTS,Indian Curry Heights,Brooklyn,3.6,96,Indian,A
INDIAN EXPRESS,Indian Express,Manhattan,3.8,36,Indian,C
INDIAN KITCHEN,Indian Kitchen,Brooklyn,4.1,240,Indian,A
INDIAN SPICE,Indian Spice,Brooklyn,4.0,186,Indian,
INDIAN TABLE,Indian Table,Brooklyn,4.3,241,Indian,A
INDIAN TANPURA,Indian Tanpura,Manhattan,4.2,214,Indian,A
INDIGO,Indigo,Manhattan,4.5,27,Indian; Vegan; Vegetarian,
INDIKA HOUSE,Indika House,Brooklyn,4.5,145,Indian; Asian Fusion,
INSA,Insa,Brooklyn,3.3,323,Korean; Barbeque; Karaoke,A
IPPUDO,Ippudo,Manhattan,4.5,8,Ramen,A
IPPUDO NY,Ippudo NY,Manhattan,4.1,10793,Ramen,A
IRON CHEF HOUSE,Iron Chef House,Brooklyn,3.9,488,Sushi Bars; Japanese,C
ISABELLE'S OSTERIA,Isabelle's Osteria,Manhattan,4.2,241,Italian; Mediterranean,
ISLAND FOODIE,Island Foodie,Queens,3.5,16,Seafood; Chicken Wings; American,B
ISLAND SHACK,Island Shack,Brooklyn,4.2,44,Caribbean; Salad; Seafood,A
ISTANBLUE KEBAB HOUSE,Istanblue Kebab House,Brooklyn,3.7,21,Mediterranean; Seafood; Salad,A
ISTANBUL BAY,Istanbul Bay,Brooklyn,4.1,63,Mediterranean; Turkish,A
ITAEWON POCHA,Itaewon Pocha,Manhattan,4.1,345,Gastropubs; Korean,A
ITAL KITCHEN,Ital Kitchen,Brooklyn,4.5,165,Vegetarian; Vegan,A
ITO,Ito,Manhattan,4.8,38,Sushi Bars; Japanese,A
ITTADI GARDEN & GRILL,Ittadi Garden & Grill,Queens,3.6,87,Indian; Bangladeshi,A
IZAKAYA AJIMI,Izakaya Ajimi,Brooklyn,4.2,152,Izakaya; Ramen,A
IZAKAYA FUKU,Izakaya Fuku,Queens,4.4,364,Japanese,A
IZAKAYA JURAKU,Izakaya Juraku,Manhattan,4.4,238,Bars; Izakaya; Ramen,A
IZAKAYA NANA,Izakaya Nana,Queens,4.4,799,Izakaya,A
IZAKAYA NOMAD,Izakaya NoMad,Manhattan,3.9,762,Gastropubs; Izakaya; Bars,A
IZAKAYA SUSHI & LOUNGE,Izakaya Sushi & Lounge,Brooklyn,4.1,32,Japanese; Sushi Bars; Seafood,A
IZAKAYA TENZO,Izakaya Tenzo,Brooklyn,4.8,13,Salad; Japanese; Tapas/Small Plates,A
IZAKAYA TORIBAR,Izakaya Toribar,Manhattan,4.2,203,Tapas/Small Plates; Izakaya; Bars,A
JACK'S WIFE FREDA,Jack's Wife Freda,Manhattan,3.9,2607,Breakfast & Brunch; Mediterranean; New American,A
JACKSON DINER,Jackson Diner,Queens,3.5,714,Indian,A
JACKSON HOLE,Jackson Hole,Manhattan,3.8,699,Burgers; American,A
JADE GARDEN,Jade Garden,Bronx,3.5,126,Chinese; Seafood,A
JAJAJA MEXICANA,Jajaja Mexicana,Manhattan,4.3,92,Mexican; Bars,A
JAN CHI MA EUL,JAN CHI MA EUL,Queens,4.3,12,Korean,A
JANG DOK DAE,Jang Dok Dae,Queens,4.6,169,Korean,A
JAUJA MEXICAN KITCHEN,Jauja Mexican Kitchen,Brooklyn,4.6,65,Tacos,A
JAVELINA,Javelina,Manhattan,3.9,184,Tex-Mex; Mexican; Southern,A
JAVITRI,Javitri,Manhattan,4.5,26,Indian,
JAY'S QUICK BITES,Jay's Quick Bites,Brooklyn,4.0,22,Halal; Indian; American,C
JAZ INDIAN CUISINE,Jaz Indian Cuisine,Manhattan,4.4,188,Indian; Seafood; Bars,A
JAZBA,Jazba,Manhattan,4.3,176,Indian; Wine Bars; Cocktail Bars,
JEFE TACOS,Jefe Tacos,Brooklyn,4.0,58,Tacos; Bars,A
JEFFREY'S GROCERY,Jeffrey's Grocery,Manhattan,4.0,574,Seafood; Bars; Breakfast & Brunch,A
JEJU NOODLE BAR,JeJu Noodle Bar,Manhattan,4.2,1175,Korean; Noodles; Wine Bars,A
JEONG YOOK,Jeong Yook,Queens,4.1,276,Korean; Barbeque,A
JEONG YUK JEOM,Jeong Yuk Jeom,Manhattan,4.3,12,Korean,
JERK HOUSE,Jerk House,Manhattan,4.0,54,Caribbean,A
JERUSALEM FALAFEL HOUSE,Jerusalem Falafel House,Brooklyn,4.1,18,Middle Eastern; Falafel,A
JI BEI CHUAN,Ji Bei Chuan,Brooklyn,4.3,57,Chinese; Noodles,A
JI BEI CHUAN AUTHENTIC ASIAN NOODLES,Ji Bei Chuan Authentic Asian Noodles,Brooklyn,4.6,56,Noodles; Chinese; Soup,A
JIANG NAN,Jiang Nan,Queens,4.3,68,Chinese,A
JIMBO SLIMS,Jimbo Slims,Brooklyn,4.8,44,Cocktail Bars; Tacos; Wine Bars,A
JIMBO'S HAMBURGER PALACE,Jimbo's Hamburger Palace,Manhattan,3.3,30,Burgers,A
JIN FENG YUAN,Jin Feng Yuan,Brooklyn,2.0,2,Chinese,A
JIN JIN HONG KONG CAFE,Jin Jin Hong Kong Cafe,Brooklyn,3.4,291,Chinese; Hong Kong Style Cafe; Sushi Bars,A
JIN RAMEN,Jin Ramen,Manhattan,3.8,1190,Ramen,A
JING FU HOUSE,Jing Fu House,Queens,3.2,14,Chinese,A
JJ FISH & CHICKEN,JJ Fish & Chicken,Staten Island,4.7,7,Fish & Chips; Seafood; Chicken Wings,
JJ KITCHEN,JJ Kitchen,Brooklyn,4.5,36,Chinese,A
JOA KITCHEN,Joa Kitchen,Manhattan,4.9,20,Korean; Coffee & Tea; Sandwiches,A
JOE'S HOME OF SOUP DUMPLINGS,Joe's Home of Soup Dumplings,Manhattan,4.5,744,Shanghainese; Noodles,A
JOE'S RESTAURANT,Joe's Restaurant,Queens,4.2,283,Italian,A
JOE'S STEAM RICE ROLL,Joe's Steam Rice Roll,Queens,4.2,265,Cantonese,A
JOHNNY'S BAKERY,Johnny's Bakery,Bronx,4.5,2,Caribbean; Bakeries,B
JOHNNY'S REEF RESTAURANT,Johnny's Reef Restaurant,Bronx,3.8,713,Seafood,A
JOJU,JoJu,Manhattan,4.4,1965,Coffee & Tea; Vietnamese; Sandwiches,A
JOLLY TINKER,Jolly Tinker,Bronx,3.3,38,Bars; American; Seafood,A
JONGRO BBQ,Jongro BBQ,Manhattan,4.2,2740,Korean; Barbeque; Bars,A
JOO OK,Joo Ok,Manhattan,4.7,26,Korean; Cocktail Bars,
JOONG KOOG JIP,Joong Koog Jip,Queens,4.1,314,Korean; Chinese,A
JOY CURRY & TANDOOR,Joy Curry & Tandoor,Manhattan,3.9,249,Indian,A
JOY INDIAN RESTAURANT,Joy Indian Restaurant,Brooklyn,3.8,751,Indian,A
JOYA,Joya,Brooklyn,3.7,1410,Thai,
JU BANG JANG,Ju Bang Jang,Queens,4.3,38,Korean; Pan Asian; Noodles,A
JUA,JUA,Manhattan,4.7,448,Korean,A
JUBAN,Juban,Manhattan,4.0,271,Japanese; Sushi Bars; Seafood,A
JUICY KING CRAB EXPRESS,Juicy King Crab Express,Brooklyn,2.8,18,Seafood; Cajun/Creole,A
JUN-MEN RAMEN BAR,Jun-Men Ramen Bar,Manhattan,4.2,741,Ramen,A
JUNGSIK,Jungsik,Manhattan,4.6,807,Korean,A
JUNSUI,Junsui,Brooklyn,4.7,21,Japanese; Sushi Bars,
JUNZI KITCHEN,Junzi Kitchen,Manhattan,4.1,240,Chinese; Noodles; Salad,A
JUPITER,Jupiter,Manhattan,3.6,85,Italian; Cocktail Bars; Sandwiches,A
JUQI,Juqi,Queens,4.5,756,Chinese,B
Jing Li,Jing Li,Queens,3.9,116,Shanghainese; Cantonese; Szechuan,A
K-KIMBAP,K-Kimbap,Manhattan,4.8,18,Korean,A
K-STREET FOOD,K-Street Food,Manhattan,4.8,18,Korean; Bubble Tea; Juice Bars & Smoothies,
KABAB TIME,Kabab Time,Staten Island,4.9,10,Indian; Kebab,
KABAB TOWN,Kabab Town,Manhattan,4.3,8,Mediterranean,B
KABABISH,Kababish,Queens,3.6,230,Indian; Pakistani; Bangladeshi,A
KABOB SHACK,Kabob Shack,Brooklyn,4.2,204,Afghan; Middle Eastern; Mediterranean,A
KAEW JAO JORM,Kaew Jao Jorm,Brooklyn,4.8,24,Thai,B
KAHLO,Kahlo,Manhattan,4.2,281,New Mexican Cuisine; Tacos,A
KAI FAN ASIAN CUISINE,Kai Fan Asian Cuisine,Bronx,3.4,58,Kosher; Japanese; Chinese,A
KAI SUSHI ASIAN FUSION,Kai Sushi Asian Fusion,Bronx,3.9,321,Asian Fusion; Chinese; Japanese,A
KAILASH PARBAT,Kailash Parbat,Manhattan,3.7,408,Indian; Vegetarian,C
KAIROS GREEK STREET FOOD,Kairos Greek Street Food,Manhattan,0.0,0,Greek,A
KAIZEN,Kaizen,Queens,4.3,334,Sushi Bars; Japanese; Cocktail Bars,A
KAL,KAL,Queens,4.5,318,Korean; Seafood; Soup,A
KALYE BISTRO,Kalye Bistro,Queens,4.3,79,Filipino; Comfort Food; Seafood,A
KAM MAN KITCHEN,Kam Man Kitchen,Bronx,4.5,4,Mexican,A
KAME,Kame,Manhattan,4.4,910,Ramen; Japanese Curry; Salad,A
KANAN INDIAN RESTAURANT,Kanan Indian Restaurant,Brooklyn,3.9,164,Indian; Vegan,A
KANYAKUMARI,Kanyakumari,Manhattan,4.5,120,Seafood; Indian; Cocktail Bars,
KARAHI INDIAN CUISINE,Karahi Indian Cuisine,Manhattan,4.6,133,Indian,B
KARAZISHI BOTAN,Karazishi Botan,Brooklyn,4.5,125,Ramen,A
KASHKAVAL GARDEN,Kashkaval Garden,Manhattan,4.2,734,Mediterranean; Fondue; Tapas Bars,A
KATABARU,Katabaru,Brooklyn,5.0,6,Japanese; Cocktail Bars,
KATANA KITTEN,Katana Kitten,Manhattan,4.1,334,Cocktail Bars; Izakaya,A
KATI SHOP,Kati Shop,Manhattan,4.7,83,Thai; Gluten-Free,A
KATI THAI CUISINE,Kati Thai Cuisine,Manhattan,3.9,290,Thai,A
KATSU-HAMA,Katsu-Hama,Manhattan,4.0,1749,Japanese,A
KATSUNO,Katsuno,Queens,4.0,212,Japanese; Sushi Bars,A
KEBAB AUR SHARAB,Kebab Aur Sharab,Manhattan,4.0,187,Indian; Kebab; Cocktail Bars,
KENNEDY FRIED CHICKEN,Kennedy Fried Chicken,Bronx,3.9,12,Chicken Wings; Seafood; Pizza,A
KHALIL BIRYANI HOUSE,Khalil Biryani House,Queens,2.6,11,Indian; Bangladeshi; Halal,A
KHAO KANG,Khao Kang,Queens,4.2,287,Thai,B
KHAO NOM,Khao Nom,Queens,4.4,199,Desserts; Thai,B
KI SUSHI,Ki Sushi,Brooklyn,4.2,813,Sushi Bars; Japanese,A
KIAI,Kiai,Manhattan,5.0,1,Japanese,
KIKI'S,Kiki's,Manhattan,4.1,955,Greek; Mediterranean; Desserts,A
KIKO,Kiko,Manhattan,4.3,13,New American; Japanese; Lounges,
KIMCHI GRILL,Kimchi Grill,Brooklyn,3.9,665,Korean; Barbeque; Tacos,A
KIMGANAE,KimGaNae,Queens,3.9,14,Korean; Seafood; Noodles,A
KIMIKA,Kimika,Manhattan,3.9,411,Italian; Cocktail Bars; Asian Fusion,A
KIMURA,Kimura,Manhattan,4.5,483,Japanese; Hot Pot; Sushi Bars,A
KIN GIN,Kin Gin,Manhattan,4.6,18,Japanese,A
KIN RAMEN,Kin Ramen,Manhattan,4.6,574,Ramen; Izakaya,A
KIN'D,Kin'd,Queens,4.4,1360,Thai,A
KING DAVID TACOS,King David Tacos,Brooklyn,3.7,46,Breakfast & Brunch; Tacos; Tex-Mex,A
KING DRAGON,King Dragon,Bronx,4.2,10,Chinese,A
KING KABAB,King Kabab,Queens,3.2,44,Indian; Halal; Pakistani,A
KING OF TANDOOR,King of Tandoor,Brooklyn,3.9,298,Indian; Halal,A
KING OF THE SEA,King Of The Sea,Brooklyn,3.6,175,Seafood; Cocktail Bars,B
KING SOUVLAKI,King Souvlaki,Brooklyn,4.2,11,Greek; Food Trucks,A
KING'S CHEF CHINESE RESTAURANT,King's Chef Chinese Restaurant,Bronx,5.0,6,Chinese,A
KING'S KITCHEN,King's Kitchen,Brooklyn,3.9,359,Chinese,A
KING'S WOK,King's Wok,Brooklyn,4.1,35,Chinese,A
KINGS KITCHEN,Kings Kitchen,Brooklyn,4.0,31,Cantonese; Desserts,A
KINN,Kinn,Manhattan,4.6,14,Thai,
KISA,Kisa,Manhattan,4.4,199,Korean,A
KISSFISH,Kissfish,Queens,4.2,256,Poke; Sushi Bars,A
KITCHEN 79,Kitchen 79,Queens,4.3,773,Thai,B
KITCHEN GRILL,Kitchen Grill,Brooklyn,4.4,347,Indian,A
KJUN,Kjun,Manhattan,4.5,253,Korean; Cajun/Creole,A
KLOM KLORM,Klom Klorm,Brooklyn,4.3,513,Thai,
KLONG,Klong,Manhattan,3.8,1287,Thai,A
KNOCK KNOCK,Knock Knock,Staten Island,4.6,5,Ramen; Donuts; Burgers,
KOBA KOREAN BBQ,KOBA Korean BBQ,Manhattan,4.6,143,Korean; Barbeque; Fast Food,A
KOBEQUE,Kobeque,Manhattan,3.4,112,Korean; Barbeque,A
KOCHI,Kochi,Manhattan,4.5,502,Korean; Venues & Event Spaces; Wine Bars,A
KOHOKU-KU RAMEN,Kohoku-Ku Ramen,Manhattan,4.4,382,Ramen,A
KOJI CHICKEN,Koji Chicken,Manhattan,4.4,49,Chicken Wings; Korean; Bubble Tea,A
KOKO WINGS,Koko Wings,Manhattan,3.7,443,Korean; Chicken Wings; Chicken Shop,
KOKU RAMEN,Koku Ramen,Manhattan,4.0,581,Ramen; Korean,A
KOLKATA CHAI CO,Kolkata Chai Co,Manhattan,4.5,6,Coffee & Tea; Indian,A
KOO THAI,Koo Thai,Manhattan,4.4,45,Bubble Tea; Thai; Asian Fusion,
KORALI ESTIATORIO,Korali Estiatorio,Manhattan,4.0,277,Greek; Seafood,A
KOREAN EXPRESS,Korean Express,Manhattan,3.4,378,Korean,A
KOREATGO,Koreatgo,Manhattan,4.6,28,Korean,A
KPOP KARAOKE,Kpop Karaoke,Queens,4.9,11,Karaoke; Bars; Korean,A
KPOT KOREAN BBQ & HOT POT,KPOT Korean BBQ & Hot Pot,Brooklyn,4.2,51,Korean; Barbeque; Hot Pot,A
KRAAM,Kraam,Manhattan,4.7,55,Thai,A
KROB KREUNG KROB ROS,Krob Kreung Krob Ros,Queens,4.5,26,Thai,A
KRU,KRU,Brooklyn,4.2,88,Thai,A
KUMA NYC,Kuma NYC,Brooklyn,3.9,63,Poke; Asian Fusion; Ramen,A
KUMO SUSHI,Kumo Sushi,Queens,3.1,186,Sushi Bars; Japanese,
KURA REVOLVING SUSHI BAR,Kura Revolving Sushi Bar,Queens,3.6,91,Sushi Bars; Conveyor Belt Sushi,C
KUSHI KUSHI YAKI,Kushi Kushi Yaki,Manhattan,4.3,208,Tapas/Small Plates; Izakaya; Ramen,A
KUTTANADAN INDIAN RESTAURANT,Kuttanadan Indian Restaurant,Queens,4.3,26,Indian; Seafood,B
KUU,Kuu,Manhattan,4.0,879,Ramen; Noodles; Soup,B
KUUN,Kuun,Brooklyn,4.2,275,Korean,A
KUZINA,Kuzina,Staten Island,3.5,148,Mediterranean; Greek; Coffee & Tea,A
KUZINA THE GREEK KITCHEN,Kuzina The Greek Kitchen,Staten Island,3.4,91,Greek,A
KYMA,Kyma,Manhattan,3.9,439,Greek; Mediterranean,A
KYURAMEN,Kyuramen,Queens,0.0,0,Desserts; Burgers; Ramen,A
Kings Co Imperial,Kings Co Imperial,Brooklyn,4.0,438,Dim Sum; Noodles; Szechuan,A
L&B SPUMONI GARDENS,L&B Spumoni Gardens,Brooklyn,4.2,4923,Pizza; Italian,A
L'ARTUSI,L'Artusi,Manhattan,4.3,2597,Italian; Cocktail Bars,A
L'OSTERIA,L'Osteria,Manhattan,4.6,67,Italian; Desserts; Salad,A
LA BARCA RESTAURANT,La Barca Restaurant,Manhattan,4.0,87,Dominican,A
LA BONNE SOUPE,La Bonne Soupe,Manhattan,4.0,247,French; Breakfast & Brunch,A
LA CALETA ECUATORIANA,La Caleta Ecuatoriana,Brooklyn,4.1,7,Seafood,A
LA CANDELA ESPANOLA,La Candela Espanola,Staten Island,3.1,133,Spanish; Mexican; Seafood,A
LA CANTINA,La Cantina,Brooklyn,5.0,2,Mexican; Cocktail Bars; Venues & Event Spaces,
LA CARIDAD 72,La Caridad 72,Manhattan,4.2,85,Chinese; Cuban,
LA CARRETA RESTAURANT,La Carreta Restaurant,Brooklyn,4.2,18,Latin American; Seafood,A
LA CASA DE JULIA,La Casa de Julia,Queens,3.7,20,Tacos; Sports Bars,B
LA CASA DEL MARIACHI,La Casa Del Mariachi,Queens,4.4,22,Mexican,A
LA CASA DEL MOFONGO,La Casa Del Mofongo,Manhattan,1.9,131,Italian; Tapas/Small Plates; Hookah Bars,A
LA CASA DEL TACO,La Casa Del Taco,Staten Island,5.0,1,Mexican,A
LA CASITA MEXICANA,La Casita Mexicana,Queens,4.2,98,Mexican,A
LA CATRINA MEXICAN BISTRO,La Catrina Mexican Bistro,Manhattan,3.4,17,Mexican,A
LA CEVICHERIA BY DE MOLE,La Cevicheria by de Mole,Queens,3.9,433,Mexican,A
LA CHACRA,La Chacra,Brooklyn,3.9,363,Peruvian,A
LA CHULA,La Chula,Queens,3.2,12,Mexican,A
LA COCINA DE MAMA,La Cocina De Mama,Queens,4.7,35,Mexican,A
LA COCINA DE YALA,La Cocina De Yala,Bronx,3.1,51,Caribbean; Spanish,A
LA CONTENTA LES,La Contenta Les,Manhattan,4.5,955,Mexican; Bars; Breakfast & Brunch,A
LA CONTENTA OESTE,La Contenta Oeste,Manhattan,4.3,356,Mexican; Breakfast & Brunch; Cocktail Bars,A
LA ESQUINA,La Esquina,Manhattan,3.7,6,Mexican,A
LA FIESTA RESTAURANT,La Fiesta Restaurant,Manhattan,3.7,3,Mexican,A
LA FONDITA,La Fondita,Bronx,4.6,21,Mexican; Spanish; Breakfast & Brunch,A
LA FUSTA RESTAURANT,La Fusta Restaurant,Queens,3.9,325,Argentine; Seafood; Salad,A
LA HUECA EPA,La Hueca EPA,Queens,4.1,18,Seafood; Spanish; Latin American,A
LA KUCHARA,La Kuchara,Queens,2.3,43,Latin American; Bars; Seafood,A
LA LANTERNA DI VITTORIO,La Lanterna Di Vittorio,Manhattan,4.2,1768,Italian; Cafes; Pizza,A
LA LONCHERIA,La Loncheria,Brooklyn,4.5,82,Mexican,
LA MARCHANDE,La Marchande,Manhattan,4.3,67,French; Brasseries,A
LA MASA,La Masa,Bronx,3.9,553,Colombian; Empanadas,A
LA MASSERIA,La Masseria,Manhattan,4.1,808,Italian,B
LA NONNA RISTORANTE & BAR,La Nonna Ristorante & Bar,Brooklyn,4.1,476,Italian; Bars,A
LA PALINA RESTAURANT,La Palina Restaurant,Brooklyn,4.1,236,Italian,A
LA PECORA BIANCA,La Pecora Bianca,Manhattan,4.2,437,Bars; Italian; Breakfast & Brunch,A
LA PERLA MEXICANA,La Perla Mexicana,Bronx,3.8,51,Mexican,A
LA RUTA DEL TACO,La Ruta Del Taco,Queens,4.3,42,Tacos; Salad,C
LA SALLE DUMPLING ROOM,La Salle Dumpling Room,Manhattan,4.0,340,Asian Fusion; Chinese,A
LA STRADA RESTAURANT,La Strada Restaurant,Staten Island,4.0,122,Italian,A
LA TAQ,La Taq,Brooklyn,4.5,31,Mexican,A
LA TAQUERIA,La Taqueria,Brooklyn,4.0,75,Tacos,A
LA TORRETTA PIZZERIA,La Torretta Pizzeria,Staten Island,4.3,3,Pizza; Salad; Italian,
LA VARA,La Vara,Brooklyn,4.0,443,Spanish,A
LA VECINA,La Vecina,Queens,4.4,237,Cocktail Bars; Venues & Event Spaces; New American,A
LA VILLA RESTAURANT,La Villa Restaurant,Bronx,2.4,8,Mexican; Seafood; Breakfast & Brunch,B
LA VOGLIA,La Voglia,Manhattan,4.0,85,Italian,A
LACEY'S BRIDGE TAVERN,Lacey's Bridge Tavern,Staten Island,4.3,167,Breakfast & Brunch; American; Seafood,A
LAGHMAN EXPRESS,Laghman Express,Brooklyn,4.6,43,Halal; Chinese; Noodles,B
LALY'S RESTAURANT,Laly's Restaurant,Queens,4.4,253,New American; Mexican; Breakfast & Brunch,A
LANTERN,Lantern,Brooklyn,3.6,528,Thai,A
LAO FU ZHOU,Lao Fu Zhou,Queens,2.3,3,Chinese,A
LARINA PASTIFICIO & VINO,LaRina Pastificio & Vino,Brooklyn,4.2,259,Bars; Italian; Pasta Shops,A
LAS CHELITAS,Las Chelitas,Brooklyn,4.4,113,Mexican,A
LAS CHILANGAS,Las Chilangas,Queens,4.8,45,New Mexican Cuisine; Mexican,A
LAS MARAVILLAS DE MEXICO RESTAURANT,Las Maravillas de Mexico Restaurant,Bronx,3.3,67,Mexican; Beer Bar,A
LAS MARGARITAS,Las Margaritas,Queens,5.0,1,Seafood; Mexican; Cocktail Bars,A
LAS PALMAS RESTAURANT,Las Palmas Restaurant,Manhattan,3.9,200,Mexican,A
LASH WEST INDIAN & AMERICAN CUISINE,Lash West Indian & American Cuisine,Bronx,3.2,224,Indian; Caribbean; American,B
LASSI LOUNGE,Lassi Lounge,Queens,0.0,0,Indian,A
LAST STOP BAR & GRILL,Last Stop Bar & Grill,Bronx,3.3,55,Cocktail Bars; Seafood; Caribbean,A
LATINO BITES,Latino Bites,Queens,3.8,138,Food Trucks; Mexican; Colombian,A
LAUT,Laut,Manhattan,3.7,1674,Thai; Malaysian; Singaporean,A
LAVA SHAWARMA,Lava Shawarma,Manhattan,4.3,54,Middle Eastern,
LAYLA,Layla,Brooklyn,4.3,23,Cocktail Bars; Desserts; Seafood,
LE CHAI,Le Chai,Brooklyn,3.8,62,Thai; Asian Fusion; Steakhouses,A
LE FANFARE,Le Fanfare,Brooklyn,4.1,255,Italian; Wine Bars; Cocktail Bars,A
LE SIA,Le Sia,Manhattan,4.3,162,Asian Fusion; Chinese; Cajun/Creole,A
LEA,Lea,Brooklyn,3.5,381,Italian; Pizza; Breakfast & Brunch,
LEBANESE EATERY,Lebanese Eatery,Staten Island,4.3,69,Middle Eastern; Mediterranean; Halal,A
LECHONERA POLLO SABROSO DEL VALLE,Lechonera Pollo Sabroso Del Valle,Bronx,3.3,6,Mexican,A
